41f73ef5	专利,程序,美国,美国专利,研究	NORM,NORM,NEG,NEG,NORM
e19c231e	gmq,稳定币,菲律宾,gmq交易所,ceza,方案,政府,特区,区块链,菲律宾ceza特区政府	POS,POS,POS,POS,POS,POS,POS,POS,POS,POS
29accca5	6g,阅读器	NORM,NORM
67d77861	券商,券商板块,个股,海通证券	NORM,POS,NORM,POS
04ea4a4a	华为p30,黑白	POS,POS
293006e1	欧盟,欧盟委员会,委员会,法规,外资监管	NEG,POS,POS,POS,POS
2077d973	耍大牌,爱新觉罗	NORM,POS
aece1e9a	安卓,beta	POS,POS
5fc72108	王柳雯,王思聪,林更新	NEG,POS,POS
32b9d737	印度,军官,印巴	NEG,NORM,NEG
c7bc419a	张无忌,苏有朋,近照	NEG,NEG,NEG
3c8afa87	红米7,红米note7,水滴屏,骁龙632	POS,POS,POS,POS
abfd5a52	微博,臧天朔	POS,POS
55e0506d	前妻,好莱坞,台湾	NORM,NEG,NORM
dabb161f	微信,淘宝,阿里巴巴	NORM,NORM,POS
ea6a2dfb	一员,行业	POS,POS
eb38ab48	三亚,肖涵	NEG,NEG
b229d2c3	刘涛,离婚,经纪人,港版	NEG,NEG,POS,NEG
b4c47098	大盘,股市	POS,NORM
b8edd532	商品管理,开发,系统	NORM,POS,NORM
efdaca36	张嘉倪	POS
b3a03c8b	经济,美国,美联储,褐皮书,美国经济	NEG,NEG,NORM,POS,NEG
a8d7d603	谷歌,tensorflow,谷歌tensorflow	POS,POS,POS
0e2bc2b0	郑爽,领证	POS,NORM
57eff76a	kt,5g,全息通信,韩国电信,电信	POS,POS,POS,POS,POS
fa557993	袁咏仪,儿子,张智霖	POS,POS,POS
7f67449a	明玉,郭京飞,姚晨	POS,POS,POS
6e1b03c2	长春高新,金融界	POS,POS
e75935e3	东信和平,东信,和平,金融界	POS,POS,POS,POS
29043017	原油,狮子金融,eia	NEG,POS,POS
99ff8dae	美国,俄罗斯	NEG,NEG
6cd6ae8a	instagram,sns,女星	POS,POS,POS
d5b95144	宫锦袍,吕伟强,宣传部,市委,常委	POS,POS,POS,POS,POS
bd49c2f8	国泰君安,alpha	POS,POS
4691e8d4	火箭,发射,捷龙一号	POS,POS,POS
565427bd	客户,托盘式货架,成本	NORM,NORM,NORM
bf0cddcd	rcm,澳大利亚,流程,新西兰,标志	NORM,POS,NORM,POS,POS
43bd5388	鹿晗,民国,曼联	NEG,NEG,NEG
b98e1b57	华为,报告,idc,q4,可穿戴设备,小米	POS,POS,POS,POS,NORM,POS
f8274c66	a股,沪指,成交额,交额	POS,POS,POS,POS
409fd4f2	伊朗,以色列,内塔尼亚胡,海军	NEG,POS,POS,POS
dcde013d	效果	NORM
ecc50339	oppo,沈义人,手机,55	POS,POS,NORM,POS
fd5328d3	qua,交易所,笔记本电脑	POS,POS,POS
feccd357	微软,商店,应用商店,发者,bianews,开发者	POS,NORM,POS,POS,POS,POS
1b75a7ea	全智贤,素颜,仁川	POS,POS,POS
ccf1c8fa	美元,触宝	POS,POS
3942f4f3	vivo,骁龙710,三亚	POS,POS,POS
f64b9824	杨洋,郑爽,吻戏,导演	POS,POS,NORM,POS
7f1406b7	周海媚,周芷若,倚天屠龙记	POS,POS,POS
7fa0b0bd	阿sa,结婚,郑中基,粉丝	NEG,NORM,NEG,NEG
b8c7cedb	美元,触宝,利润,净利润	POS,POS,POS,POS
7af23e49	杨洋,法院,被执行人,名单	POS,NORM,NORM,NORM
e1faf2ea	员工,库克,美国,苹果	POS,NORM,NEG,NEG
5b7e1e68	钛白粉	NORM
89b161f1	张凯丽,明星,八卦	POS,NEG,NEG
158ac1d0	英镑,短线,闫瑞祥	NEG,NEG,POS
1fcbc2d0	记录,纳税记录,个人所得税	NORM,NORM,NORM
aec711b7	空军,美国,教练机	NEG,NEG,POS
6f91b4d9	医疗保险,管理人员,养老保险	NORM,NORM,NORM
756dbda1	财通证券,券商股,中信	POS,POS,NEG
28884cd8	网贷,月报	POS,POS
7686c88e	银联,银联卡,中国银联	POS,POS,POS
f01710b8	债务,债务重组,债务人	NORM,NORM,NORM
851396a2	证监会,人民币,资格,imf	NORM,POS,POS,POS
54ffa2d6	微信,秘密,朋友	NORM,NORM,POS
36afc2ef	华为,杨元庆,5g,联想集团,王传东	POS,POS,POS,POS,POS
42af081c	国债期货,收盘,国债	POS,POS,NEG
915f2164	上海建工集团,特斯拉,超级工厂	POS,POS,POS
7b33f96a	4g	POS
6f7ba165	供给侧结构性改革	POS
cc8df798	ai人工智能,alphago	POS,NORM
8e4815b0	平安银行,年报,上行	POS,NORM,POS
4915fb21	感光版,荣耀magic2,3d感光版	POS,POS,POS
ba913476	a股,沪指,策略	POS,NORM,POS
8f480e95	facebook,区块链,fb,中国市场	POS,POS,NORM,POS
442de0ed	俄罗斯,东山	POS,NEG
599aa16b	房地产,房价,中国经济,高房价	POS,NORM,NORM,NORM
b3a01e56	车路协,智驾,cidi	POS,POS,POS
921cc054	大数据,智能化时代,数据	POS,POS,POS
cc6224c5	刚性兑付,信托	NORM,NORM
b8401a3e	褚时健,董事长,褚橙	POS,POS,POS
c2a57b29	美国经济,摩根大通,全球市场	NORM,NORM,NORM
874d9489	政府工作报告,企业家,中国企业	POS,POS,POS
c540469c	养老机构,关键,运营管理,压力	NORM,NORM,NORM,NORM
121e4f89	融资,vr,海外,陀螺,报告	POS,POS,POS,NORM,NORM
aba0a9dd	区块链,中国,美国,互联网,生态	POS,POS,NEG,POS,POS
1a24c46f	公积金,成都,代缴,社保	POS,POS,NORM,NORM
ad0d4dd3	榕树贷款,百融金服,高利贷	POS,NEG,NEG
c09f7b52	胃肠道,功能,胃肠	NORM,NORM,NORM
43e8075e	电子品	POS
c27615a3	市场,期市,a股	POS,NORM,POS
42242157	vds,区块链	POS,POS
3e53775e	叙利亚,美国,美军,特朗普,总统	NEG,NEG,NEG,NEG,NEG
01fd972e	太原煤气化集团,大变局,变局	POS,NORM,NORM
8a28a16b	电影,音乐,星爷	POS,POS,POS
4a5b2124	5g,文化产业,科技,行业	POS,POS,POS,NORM
49edf130	设计	NORM
56482102	草莓,农业,产品	NORM,POS,NORM
ce3ae6ef	vds,轻主	NORM,NORM
82286d4d	中介,深圳,楼市,深圳楼市,楼盘	NORM,NORM,NORM,NORM,NORM
b3141459	fof,券商,收益率,资管新规	NORM,NORM,POS,NORM
663b7000	人人车,二手车,电商,二手车电商,裁员,风波	NEG,NEG,NEG,NEG,NEG,NEG
64f8661b	柔性屏,电子产品,眼镜	NORM,NORM,NORM
f2556259	互联网+,智能+	POS,POS
667b0b90	小麦,市场,麸皮	NEG,NEG,NEG
84bd5cfd	糖尿病,保险,生活	NORM,NORM,NORM
ca078b6f	中国,bfc,广州	POS,POS,POS
dcca3a07	华为,美国政府,胜算	POS,NEG,NEG
a33ea5af	险资,股票,险企	NORM,POS,NORM
928eea1e	企业,网易研究局,经营	NORM,POS,NORM
7524b8e1	天使之橙,食品安全	NORM,NORM
f66c2ecf	vr,直播,vr直播,5g,时代,市场	NORM,NORM,NORM,POS,NORM,NORM
b5a435bc	许可证,危废	NORM,NORM
457149b4	梅州,富豪榜,2019胡润全球富豪榜,小伙	NORM,NORM,POS,NORM
63ae66ab	黄金,震荡,德财论金,剑客	NORM,NORM,NORM,NORM
a2c2b7f3	企业,房地产,收费,风险	NORM,NORM,NORM,NORM
47098ded	农业,生态环境,精准农业	NORM,NORM,NORM
72777acb	微博,收官	POS,POS
3eca2678	小微企业,融资,普惠金融,突破口	NORM,NORM,POS,POS
45ea0c55	俄罗斯,战斗机,国防部,苏-27sm3战斗机,苏霍伊公司,苏霍伊,公司	POS,POS,POS,POS,POS,NEG,NEG
755449cd	vivo,赛诺	POS,POS
7c2c3204	效果,推广,竞价,竞价推广,企业	NORM,NORM,NORM,NORM,NORM
75f8012d	iphone,苹果,侨报	NEG,NEG,NORM
0d281940	购房,城市,标准,房地产	NORM,NORM,NORM,POS
f074e38d	腾讯,产业互联网,马化腾,两会,建言	POS,POS,POS,POS,POS
a0dee937	信托产品,市场	POS,NORM
98e6f34c	王力宏,咸阳,演唱会,龙的传人	POS,POS,NORM,POS
82bb6a16	保险,买保险,女性	NORM,NORM,NORM
cb8f40d5	脱贫,脱贫攻坚	NORM,NORM
5d23a641	教父,麦克	POS,POS
02ca3b51	三星,系列,三星galaxy,三星galaxys,s10	POS,POS,POS,POS,POS
4aca9090	人工智能,报告,影谱科技,政府工作报告,政府工作	POS,POS,POS,POS,POS
6abad3b4	黄金,现货黄金,走势,操作建议,欧央行	NORM,NORM,NORM,NORM,NEG
4c8c7a84	中国,oled,海信	POS,POS,POS
9ff32342	原理,动平衡机	NORM,NORM
75afd8b4	s-400,中国,俄罗斯,s400,俄塔斯社	POS,POS,POS,POS,POS
5282550a	一带一路	POS
c41c854f	男性,boss	NORM,POS
ccf82cd8	f35,s400,土耳其	POS,POS,POS
e3f15122	中国,亚马逊	POS,POS
73886d32	华为,美国政府,中国科技	POS,NEG,NEG
26827385	防空系统,俄罗斯,山毛榉,毛榉	NORM,POS,POS,POS
1c6f1fcd	把哥哥退货可以吗,把哥哥退货可以吗？	POS,POS
f819bef5	智能,功能,中国家庭,智能硬件	POS,POS,POS,POS
85781316	区块链,云存储,收购	POS,NORM,NORM
7563924a	招摇,网友,一夜荒唐	POS,NORM,POS
b5140489	f-35,歼20,周边,新加坡	POS,POS,POS,POS
9a3c407c	武警,兵种,解放军,军种,区别	NORM,NORM,NORM,NORM,NORM
2a4da0d8	a股,资金,强势	POS,NORM,NORM
d90b2099	qq,功能,注销帐号	NORM,NORM,NORM
b13516d2	网费,加拿大	NORM,NEG
8eeaa620	香料,市场	NORM,POS
04bdc8fd	oppo,新机,苹果,iphone	POS,NORM,NEG,NEG
c8a7c8a3	中国股市,金融	NORM,POS
b8154d2a	v槽,西莫罗	POS,POS
95cb6524	rohs,rohs认证,欧盟	NORM,NORM,NORM
5c25002b	行业,中国建材集团	POS,POS
79f7817a	金融,信用,两会	POS,POS,POS
963d25cd	不锈钢,发展趋势,消费量	NORM,POS,POS
22b15283	女明星,明星,三包	POS,POS,POS
a0f4dde4	相册,网易,网易相册,停止运营,服务器	NORM,NORM,NEG,NORM,NORM
07912b54	数据,操作	NORM,NORM
0b1116e9	公司,商场,合同	NORM,NORM,NORM
4a6f0ddc	手机,苹果,品牌,苹果手机,配件	NORM,NORM,NORM,NORM,NORM
ace447a2	光大证券,美国	POS,NEG
a3f6595f	田亮,叶一茜,撒贝宁	NEG,NEG,POS
809cd54f		
b025a2df	信用住,押金,芝麻,用户,芝麻信用	POS,NORM,NORM,POS,POS
c363cf49	流浪地球,贺岁档	POS,POS
3ae8cebe	业绩,利润,业绩预告,申万宏源	POS,POS,POS,POS
f7076d72	李承鄞,东宫,小枫	POS,POS,POS
c5986c23	扫码,公交车,公交线路,全部,开封	NORM,NORM,POS,POS,POS
30ecc9f6	电力市场,武钢,金风科技	POS,POS,POS
00549bb9	kimi,林志颖,双胞胎,颜值,双胞胎儿子	POS,POS,POS,POS,POS
5aa40a5b	黄金瞳,庄睿	POS,POS
f6f0f8bc	市场,a股,升势	NORM,NORM,NORM
1dee8879	亚马逊,快闪店	POS,POS
a9849559	美国,午间,中国,顶背	NEG,POS,POS,POS
1adf12e5	液体,光合细菌	POS,POS
1caf2977	美国,快闪店,亚马逊	NEG,NORM,POS
71c21938	太空,电梯,太空电梯	NORM,NORM,NORM
e53901a0	周洁琼,王思聪,恋情	POS,POS,NEG
41eae30d	5g,手机,小米,华为,雷军,三星,小米5g	POS,POS,POS,POS,POS,POS,POS
570ffd8a	5g,阿蒙,高通,总裁	POS,NEG,NEG,NORM
cb8fb79e	达州,刘能	POS,POS
de5e2ab6	艾滋病,患者,中国	NEG,NEG,NEG
9b9c3a05	惊奇队长,漫威,复仇者联盟	POS,POS,POS
1510387d	中国,cheniere,中国市场	POS,POS,POS
35570ffb	华为,美国,美国政府	POS,NEG,NEG
236a5f52	app	POS
f5e52d0e	上海堡垒,流量	POS,NORM
a775135e	杨幂,马蓉,刘恺威	POS,POS,POS
cc11bab6	vivo,快乐大本营,新机	POS,POS,POS
a42a0300	二手车,瓜子,全国购,瓜子二手车,软银,美元	POS,POS,POS,POS,POS,NEG
e89a34cb	笔记,印象笔记,内置模板,上线	POS,POS,POS,POS
cba0791c	离职,人生	NORM,NORM
e2bd8016	指环王,亚马逊,地图,土地图,工作室	POS,POS,POS,POS,POS
c7b6c0ef	海豹,队员,温压弹,战机	NEG,NEG,NEG,NEG
9bed4edb	美国,国人	NEG,POS
88c2521b	周润发,刘德华,拍戏	POS,POS,NORM
f2b2dd27	雷佳音,结婚	NEG,NEG
263e8744	吴樾,声临其境,声临其境2,八仙	POS,POS,POS,POS
a4c891a5	美国空军,美国,美国空军研究实验室	POS,NEG,POS
ffd7b5ef	水果,北方,90	NORM,POS,POS
30376fa9	农村	NORM
35b885d3	张凯丽,劣迹艺人	POS,POS
a27ae188	市场,震荡,a股	NORM,NORM,POS
e64161cd	工布	NORM
2df33db9	欢乐喜剧人,沈腾,总冠军	POS,POS,POS
3d1d5222	王牌对王牌4,沈腾,贾玲,关晓彤,华晨宇	POS,POS,POS,POS,POS
53b362f3	李薇,技术,传声筒	POS,POS,NORM
be326dcf	士兵,驾照,开车,时候	NORM,NORM,NORM,NORM
5cccc7a8	娘子,山西省,脱贫,娘子军	POS,POS,NORM,POS
de31b89b	包贝尔,包文婧	POS,NEG
e949690f	亚马逊,指环王	POS,POS
ced18033	优化,seo,2898站长,技巧	NORM,NORM,NORM,NORM
3b503e89	都挺好,姚晨,剧情,娱乐圈,明星	POS,POS,POS,POS,POS
9210cc81	俄铝,美国,adp	POS,NEG,NORM
69b7765f	董事会,余丽英,财务,辞职,浙江旭光,王珠燕,挖贝网	POS,POS,POS,POS,POS,POS,POS
072fb6dd	乒乓,许魏洲,万国鹏	POS,POS,POS
c2b0b863	离婚,赔偿	NORM,NORM
25867c59		
0ef822c9	黄晓明,baby,庆生	POS,POS,POS
27ab16e4	人民币,美元,中国,数据,中间价,间价,外汇储备	POS,NEG,POS,POS,NORM,POS,POS
7d5710f3	水泥,混凝土,水泥混凝土路面,攀枝花	NORM,NORM,NEG,NEG
944503c2	关晓彤,美颜,自拍界	POS,POS,POS
c3c74c3d	铜铝	NORM
79cb330a	流行,威钰,降价	NORM,POS,NORM
ea45c0f2	防水板,eva,乙烯	NORM,NORM,NORM
6f91b2ed	安达,开发,安达出行,出行,打车软件	NORM,NORM,NORM,NORM,NORM
a133e500	资金	NORM
c1ee75aa	卡博替尼,作用,替尼,反应	NORM,POS,NORM,NORM
744d1b54	辞职,董事会,事会,挖贝网	POS,POS,POS,POS
b872e77c	熊黛林,女儿,吃货	POS,POS,NORM
04d8a0ae	叙利亚,叙军,英军,代尔祖尔,战术,英国	NEG,NEG,NEG,NEG,NEG,NEG
5450a08b	煤炭,明盘	NORM,NORM
7de213fc	头孢类,药物,头孢	NORM,NORM,NORM
9658970b	手机,vivox27	NORM,POS
e5a7c83b	传输,尼龙	NORM,NORM
6ac01d05	携号转网	POS
8508f044	工布,长丝,长丝土,纺土,涤纶	NORM,NORM,NORM,NORM,POS
9d59a2fc	自行车,电动滑板车,摩拜	POS,POS,POS
66f04fff	海牙,海牙认证,意大利,留学,英国	POS,NORM,NORM,POS,POS
f3f4ec6d	阿sa,陈伟霆,阿娇,蔡卓妍,郑中基	POS,POS,POS,POS,POS
1afdf12d	技术,区块链,房地产,区块链技术,房地产行业	NORM,NORM,NORM,POS,POS
8be08af9	商股,券商股,股市	NORM,NORM,NORM
bbc806b3	增值税,下调,运营商	POS,POS,POS
1e88e207	石板,电厂	NORM,NORM
b7911e5f	黄金,非农,金银	NORM,POS,POS
166febc3	英国,公司,董事,公证认证	NEG,NEG,NORM,NORM
6368a1d6	招摇,厉尘澜,净池	NORM,NEG,NORM
82989ca8	赵老哥	POS
57f8a859	robo,电话,美国,语音,美国人	POS,POS,NEG,NORM,NORM
7e463d83	章子怡,章子,谢娜,娜姐	POS,POS,POS,POS
f2d9e42f	内存芯片,价格	NEG,NEG
d99ef9c2	红宇新材,金融界	POS,POS
fea738ee	北重集团,技术	POS,POS
a769a22f	土工膜,聚乙烯,hdpe	NORM,NORM,NORM
06054b38	手机,华为,华为手机	POS,POS,POS
2e97cd33	aiot,小米,aiot战略委员会,战略委员会	POS,POS,POS,POS
98b7bf1c	公司,申报,美国公司,纳税申报	NORM,NORM,NORM,NORM
a48a98ee	苏明哲,朱丽,苏明成,大嫂,都挺好	POS,POS,POS,POS,POS
21457c4a	酒店业务,绿地集团,合作,运营商财经网,经网,动作,海外,开发商	POS,POS,POS,POS,POS,POS,POS,POS
ea62275e	周润发,片场,直流	POS,NEG,NEG
8ead3a73	古装,都挺好,路人,朱丽	POS,POS,POS,POS
1ced4a20	谍战,张一山,兄弟,潘粤明,伪装者	POS,POS,POS,POS,POS
ae5976ea	agm,中央电视台	POS,POS
5ee7b242	直播,熊猫,熊猫直播,王思聪	NEG,NEG,NEG,POS
16019bbc	拉斯维加斯,马斯克,赌城,马斯克隧道公司	POS,NORM,POS,POS
9bfffe1b	王乐乐,杨清柠,允恩,分手	POS,POS,POS,POS
e55330a5	香港,虚拟银行,牌照,含金量	POS,NORM,NORM,NORM
48183643	金融界,东方网络	POS,POS
5a3bd456	索尼,xperia,英国,价格	POS,NORM,POS,NORM
b5eb1828	s10,拆机,维修费,三星galaxy	NORM,POS,POS,NORM
6bd58c28	rohs,rohs认证,意义	NORM,NORM,NORM
0dce17d4	铜米机	NORM
020f3ff0	美金,开发商,机车,铁路	POS,POS,POS,NORM
84440526	金融界,骆驼股份	POS,NEG
3bf0b747	唐人神,金融界	POS,POS
3b057855	海关,天猫,天猫国际,亿邦动力,动力	POS,POS,POS,POS,POS
b615f1b5	金融界,依米康	POS,POS
11ac2ea1	税收政策,调整,税收	NORM,NORM,NORM
51bf1d06	金融界,浪潮软件	POS,POS
c71f2458	qq,腾讯,公司,腾讯qq	NORM,NORM,POS,NORM
9c3f33bc	经纪人,粉丝,华晨宇,颜值	POS,NORM,POS,NORM
ea99016f	朗源股份,金融界	POS,POS
10d2f9e3	金固股份,金融界	POS,POS
b367a41a	文峰股份,金融界	POS,POS
27dc1de1	龙津药业,金融界	POS,POS
8e67d2a3	智能家居,魔镜,家庭生活	NORM,NORM,NORM
1b5336a9	湘潭电化,金融界	POS,POS
acec4dcc	哈投股份,金融界	POS,POS
615ad34c	金融界,赫美集团	POS,POS
2c4726d3	蛋壳,蛋壳公寓,蓝鲸	POS,POS,POS
c3333eac	焦俊艳,微博	POS,POS
70db0ca9	大丰实业,央视,春晚	POS,POS,POS
fc60e039	纽约	POS
6a83b0c9	李思博,国剧颁奖礼,国剧,颁奖礼	POS,POS,POS,POS
c327e109	李骏,黄金	POS,NORM
c87ec974	阿sa,英皇,阿娇	NEG,NEG,NEG
0da56366	韩国,文在寅,总统	NEG,POS,NEG
d589f14e	大华股份,浙江大华,浙江大华技术股份有限公司	POS,POS,POS
440e072e	西游记后传,烂片	POS,NORM
38e63ec4	孩子,爷爷,微小说	NORM,NEG,POS
1a0cbf7f	哲学,学问	POS,NORM
ddc50a65	龙抬头,资本市场	POS,POS
b7482ec6	萨顶顶,春晚,洋相,领证	POS,POS,POS,POS
2f2afb23	张信哲,绯闻,粉丝	POS,NORM,NORM
bd38a369	nana,kbs,新剧	POS,POS,POS
44316022	ikon,韩彬,地位,团欺	POS,POS,POS,POS
1505cc7e	创业板,创业板指	NORM,NEG
07635238	范冰冰,老先生,华谊	NEG,POS,POS
1b2c7bc8	美元,指数,美元指数	NEG,NORM,POS
04d68db8	社融,金融数据,存量,触底反弹,股市,债市	NORM,NORM,NORM,NORM,NORM,NORM
0ae53b63	iu,电视剧,月度	POS,POS,POS
90d2f902	雄安新区,移动,国网雄安新区供电公司	POS,POS,POS
84242e41	相册,网易相册,网易,停止运营,运营	POS,POS,NORM,NORM,NORM
e0449835	数字税,法国,互联网,巨头,财政部,计划	POS,POS,POS,POS,POS,POS
fa19ca9d	手机,信息,财产	NORM,NORM,NORM
61636273	qfii,rqfii,比例,大族激光,投资者	POS,POS,NORM,NORM,NORM
a9960536	融资,魔方公寓	POS,POS
04678d29	两市,沪指,创业板	POS,POS,POS
07770d2a	局长,应急管理局,曲靖市,田琨	POS,POS,POS,POS
c5694ad4	网剧	POS
018b7e15	股票,股市,炒股,方法	NORM,NORM,NORM,NORM
6c36d751	她经济,女王节,王节,背景	POS,POS,POS,POS
bbe3af42	均线	NORM
8b43f6c1	科创板,证监会,倒计时	POS,POS,POS
d9a47b87	收购,稻谷,拍卖,粳稻	POS,POS,POS,NORM
7dffde5d	央行,德拉吉,qe	POS,POS,POS
1a2542ca	5g,文化产业,火花	POS,NORM,NORM
6fcad51d	科创板,上交所	NORM,NORM
6da6aed9	esd,辅朗光学,标准	NORM,NORM,NORM
0742af7e	saas,产品,app	NORM,NORM,NORM
9b84faf9	信贷,周期	NORM,NORM
45cb9032	税率,增值税,企业,征收率,预征率,增值税税率,李克强	NORM,POS,NORM,NORM,NORM,NORM,POS
ffc4ec20	猫咪,互联网,宠物经济,猫爪杯,新浪科技,杨雪梅,雪梅	POS,POS,POS,POS,POS,POS,POS
f4951373	宠物,猫咪,猫爪杯,新浪科技,社会	NORM,POS,NORM,POS,NORM
a99f6ef3	建筑工程质量,管理,建筑工程	NORM,NORM,NORM
14dddc57	电影众筹,非法集资,法资	POS,NORM,POS
ce2aa984	马来西亚,西亚,房产,财富,房产投资	POS,POS,POS,POS,POS
96c3eacf	区块链,段誉,阿里,资人	POS,POS,POS,POS
59834803	智能机器人,创新驱动	POS,POS
fd47c542	郭敬明,公司,陈学冬,注销,旗下公司	NEG,NEG,POS,NORM,POS
02312b34	消费者,保险业,消费者权益保护,保险市场	NORM,NORM,NORM,NORM
a5f4041d	大选,希拉里,布隆伯格,特朗普,美国	NORM,POS,NEG,NEG,NEG
76df14aa	员工,管理者	NORM,NORM
765af740	漫威,奥斯卡,影史	POS,POS,NORM
3f339baa	美国,南海,美军	NEG,NEG,NEG
4574476b	区块链	POS
dde778ca	边缘计算,5g,黑科技	NORM,POS,NORM
6b2aade1	农村,山寨,山东,大白兔	POS,POS,POS,POS
ba85ad70	5g,手机,芯片,5g手机,5g芯片	POS,POS,POS,POS,POS
1152011d	英国,移民,ic,英镑	POS,POS,POS,POS
a268c952	苹果,供应商,核心,核心供应商,京嘉	POS,POS,POS,POS,POS
1aaceddb	交易,区块链,比特币,隐私	NORM,NORM,NORM,NORM
03f18a3f	黄金,投资,非农	NORM,NORM,NORM
bfa7ce46	塑料,pe,石化,纯苯,现货,华东	NEG,NORM,NEG,NORM,NEG,POS
405dfb85	指标,冷门,obv	NORM,NORM,NORM
19a5ce89	城市,国家医保局,财政部	POS,POS,POS
3887e433	楼市,交行,房贷利率	NORM,POS,NEG
7fa2e9dc	城市,房地产,二线城市,楼市,房企	NORM,POS,POS,POS,NORM
c8dc9adf		
87069b0b	大理市,产业融合,矩阵	POS,POS,POS
e814e438	游戏,美女,美女陪玩	POS,POS,POS
9fa67367	管家,小马管家,小马,行业,互联网,猎云网,互联网家政	NEG,NEG,NEG,NEG,NEG,POS,NEG
2c0d5c6c	邓紫棋,公司,绿皮书,马云	NEG,NORM,POS,POS
df7d793e	联网,互联网,产业互联网,云计算	POS,POS,POS,POS
7ca83215	汇议纪要,股市	POS,NORM
a7bbbcbc	金融,供应链,供应链金融,企业经营	NORM,NORM,NORM,NORM
ca8ffee0	日本,韬略,华商	NEG,POS,POS
87eacb52	股市,大红,筑顶	NORM,NORM,POS
3ce73327	邓紫棋,经纪公司,蜂鸟	NEG,NEG,NEG
2e290f81	salesforce,神州云动,crm,云计算,软件	POS,POS,POS,POS,POS
c5cc6baa	二手车,瓜子,全国购,瓜子二手车	POS,POS,POS,POS
fc48ae61	养老金,幅度	POS,POS
f99b8e18	etf,收益率,流向,资金	POS,NORM,NORM,NORM
b70e3560	股价,obv,指标,行情	NORM,POS,NORM,NORM
4db4b899	短信,企业,短信营销	NORM,NORM,NORM
c816f919	市场,房地产,大趋势,两会,政府	POS,POS,POS,POS,POS
219354db	股票,资金,被套,股市	NORM,NORM,NORM,NORM
076a5f68	两会,赋能,科学技术	POS,POS,POS
a4562ac1	美女,美女们	NORM,POS
70da95b0	日本,丑照	POS,NORM
134c7be5	减税降费,头等大事	NORM,NORM
d0e4abbb	parcelx,快公司	POS,POS
f3904c37	亚马逊,运营	NORM,NORM
fd2960a7	人间正道是沧桑,煤变油,戈壁	POS,POS,POS
2b43c3e4	恒大,碧桂园,万科,房企,裁员	NEG,POS,NORM,NORM,POS
41612675	非农数据,金油,女王节	POS,POS,POS
c01fa88a	影视圈,花开,高峰期	POS,POS,POS
f67225ab	欧元,非农,欧央行,凯石	NEG,POS,NEG,POS
3aa1427d	褚时健,褚橙,董事长,云南红塔集团,中国烟草大王	POS,NEG,POS,POS,POS
47662c3e	詹天佑,张铁路,谢谢了，我的家,嫡长	POS,POS,POS,POS
88df530c	王志文,前妻,张嘉译	POS,NORM,POS
7974d9d1	流媒体,新平衡	POS,POS
65d1ae8f	字体,微软,微软雅黑,雅黑,公司,实习生	POS,POS,NORM,POS,NORM,NORM
388d51a5	民航,王均金,全国政协,全国政协委员	POS,POS,POS,POS
24ee4bc7	5g,昆明市,公司,合作单位,企业,中国移动云南公司,人民政府	POS,POS,POS,POS,POS,POS,POS
dd220e75	比悲伤更悲伤的故事	POS
9e9e3f3c	公司,注销,公司注销	NORM,NORM,NORM
5c362460		
db0f83ed		
19f669e3	李修平,周涛,主持人,李瑞英	POS,POS,POS,POS
ca049db1	支付宝,安全,账户,账户安全,新功能	POS,NORM,NORM,POS,POS
591414ae	老赖,用户	NEG,NORM
b094df70	明星,香港,张学友	POS,POS,POS
a5f5a438	苏明玉,都挺好,姚晨	POS,POS,POS
a96f7729	viv,性能,骁龙855	POS,NORM,POS
e73e06fd	智能,功能,中国家庭,智能硬件	POS,POS,POS,POS
afde59ca	s-400,美国,防空系统,s400	POS,NEG,POS,POS
4e20e63d	俄罗斯,网络,网络战,美军	POS,NORM,POS,NEG
fac48c59	东宫,小枫,李承鄞,优酷,陈星	POS,POS,POS,POS,POS
490c96dd	ltc,btc,机会	POS,NORM,POS
18c63999	tltro,德拉吉,欧洲央行	POS,POS,POS
ac3d7a4a	浙江	POS
514db263	mdi,mdi市场,华东,地区	NORM,POS,POS,POS
5afbfb68	亲爱的孩子,王志文	POS,POS
db14f6ca	手机,oppo,dxo,dxomark	NORM,POS,NORM,POS
db883b23	惊奇队长,票房	POS,POS
20f21b5b	预售,漫威,绿皮书,驯龙高手3	POS,POS,POS,POS
c67d0574	英语	POS
536298b3	股权,小鱼金服,报喜鸟	NORM,NORM,NEG
341e72b2	林青霞,滚滚红尘	POS,POS
18f55c08	登月,载人登月,火箭,嫦娥,长征9号	POS,POS,POS,POS,POS
8323919d	王锵,张猛,阳台上,全胶片,胶片	POS,POS,POS,POS,POS
30b507f3	华为,智能家庭,生态圈,海思芯片,策略	POS,POS,POS,POS,POS
